Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
24.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.489319972672
39.0,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,20002.489319967746
34.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Urban,26,20002.489319967746
30.0,4.6,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,48,20002.489319967746
38.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.489319967746
23.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.489319967746
39.0,4.9,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,20002.489319967746
35.0,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.489319967746
21.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,31,20002.489319967746
26.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.489319967746
30.0,4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,20002.489319967746
26.0,4.2,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,35,20002.489319967746
30.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Urban,16,20002.489319967746
21.0,4.4,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.489318570977
27.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.489318570977
35.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,20002.489318570977
22.0,5.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.489318570977
21.0,4.2,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,40,20002.489318570977
32.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.489318570977
21.0,4.6,Sunny,Medium,1,Drinks,motorcycle,,No,Metropolitian,11,20002.489318570977
25.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.489318570977
39.0,5.0,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.489318570977
,,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,20002.489318570977
27.0,4.7,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19,20002.489318570977
23.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.489318570977
,,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,38,20002.489318570977
37.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.489318570977
29.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.489318061776
29.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.489318061776
39.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.489318061776
32.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,15,20002.489318061776
22.0,4.8,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,25,20002.489318061776
23.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,20002.489318061776
39.0,4.3,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,32,20002.489318061776
35.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.489318061776
22.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,20002.489318061776
32.0,4.4,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,37,20002.489318061776
30.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.489317284257
20.0,4.6,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,10,20002.489317284257
32.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,32,20002.489317284257
25.0,4.6,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26,20002.489317284257
26.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.489317284257
28.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,16,20002.489317284257
34.0,5.0,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.489317284257
33.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.489317284257
34.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.489317165036
35.0,4.1,Stormy,Jam,1,Meal,scooter,2.0,Yes,Urban,44,20002.489317165036
27.0,4.6,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,20002.489317165036
22.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.489317165036
29.0,4.8,Cloudy,Jam,1,Meal,scooter,0.0,No,Urban,20,20002.489317165036
20.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,20002.489317165036
39.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,20002.489317165036
30.0,4.1,Cloudy,Jam,2,Meal,scooter,2.0,No,,36,20002.489317165036
26.0,4.5,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,20002.489317165036
30.0,5.0,Sunny,High,0,Snack,motorcycle,0.0,No,Urban,21,20002.489317165036
25.0,4.2,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.489317165036
26.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,13,20002.489317165036
,,,,3,Snack,motorcycle,0.0,No,Metropolitian,22,20002.489317165036
38.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,10,20002.489316709656
38.0,4.7,Sunny,Low,2,Meal,scooter,,No,Metropolitian,17,20002.489316709656
25.0,4.5,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,23,20002.489316709656
20.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.489316709656
24.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,20002.489316709656
35.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,20002.489316709656
34.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.489316709656
21.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.489316709656
23.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,15,20002.489316709656
30.0,4.5,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,46,20002.489316709656
21.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.48931596113
21.0,4.5,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.48931596113
24.0,4.9,Stormy,High,1,Drinks,scooter,1.0,,,10,20002.48931596113
32.0,4.8,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,17,20002.48931596113
34.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.48931596113
,,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.48931596113
32.0,4.8,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,23,20002.48931596113
33.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.48931596113
32.0,4.9,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.48931596113
38.0,5.0,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,36,20002.489315487735
33.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.489315487735
22.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,12,20002.489315487735
33.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,20002.489315487735
,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,34,20002.489315487735
20.0,4.9,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,25,20002.489315487735
20.0,4.6,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,15,20002.489315487735
32.0,3.8,Windy,Jam,1,Meal,scooter,2.0,No,Metropolitian,40,20002.489315487735
21.0,4.6,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,14,20002.489315487735
31.0,4.8,Cloudy,High,1,Drinks,motorcycle,1.0,No,,33,20002.489315487735
23.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,19,20002.489315487735
38.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,20002.489315487735
37.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.489315262665
34.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,21,20002.489315262665
21.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.489315262665
36.0,4.7,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35,20002.489315262665
39.0,4.5,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,30,20002.489315262665
37.0,4.9,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.489315262665
23.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,14,20002.489315262665
36.0,4.1,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,34,20002.489315262665
20.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,24,20002.489315262665
26.0,4.8,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.489315262665
28.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,22,20002.489315058498
32.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.489315058498
36.0,4.8,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,39,20002.489315058498
23.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,43,20002.489315058498
36.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.489315058498
20.0,4.6,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,13,20002.489315058498
38.0,4.6,Sunny,Low,2,Snack,scooter,1.0,No,Urban,25,20002.489315058498
32.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.489315058498
37.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.489315058498
,,,,0,Buffet,motorcycle,0.0,No,Urban,18,20002.48931501198
33.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,20002.48931501198
22.0,3.5,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,36,20002.48931501198
26.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,45,20002.48931501198
35.0,4.1,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.48931501198
20.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,23,20002.48931501198
32.0,3.5,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,32,20002.48931501198
34.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,20002.48931501198
35.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,41,20002.48931501198
27.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.48931501198
20.0,4.7,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.48931451951
35.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,20002.48931451951
21.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,20002.48931451951
34.0,5.0,Cloudy,Low,2,Snack,motorcycle,,No,Metropolitian,18,20002.48931451951
24.0,5.0,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,21,20002.48931451951
27.0,4.8,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,14,20002.48931451951
24.0,4.0,Fog,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,38,20002.48931451951
39.0,4.8,Windy,Medium,2,Snack,scooter,,No,Metropolitian,27,20002.48931451951
34.0,4.8,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,29,20002.48931451951
28.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.48931451951
26.0,4.7,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,34,20002.48931451951
31.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.48931451951
32.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.48931262718
31.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.48931262718
20.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,13,20002.48931262718
27.0,4.4,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.48931262718
29.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,16,20002.48931262718
27.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.48931262718
39.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,,15,20002.48931262718
28.0,4.5,Windy,Medium,1,Buffet,scooter,1.0,No,Urban,24,20002.48931262718
23.0,4.8,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,11,20002.48931262718
30.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,23,20002.48931262718
34.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,38,20002.48931262718
35.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,,10,20002.48931262718
23.0,4.4,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,19,20002.48931262718
27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.48931262718
27.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.48931262718
27.0,4.8,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.48931197053
22.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,20002.48931197053
31.0,3.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.48931197053
38.0,4.0,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,34,20002.48931197053
25.0,4.0,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.48931197053
22.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.48931197053
21.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.48931197053
27.0,4.7,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,26,20002.48931197053
25.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.48931162393
28.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,22,20002.48931162393
37.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,21,20002.48931162393
34.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.48931162393
21.0,4.9,Sunny,High,2,Meal,scooter,1.0,No,Urban,18,20002.48931162393
22.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,18,20002.48931162393
27.0,5.0,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.48931162393
38.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,Urban,21,20002.48931162393
22.0,4.7,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,30,20002.48931162393
27.0,4.5,Windy,Medium,2,Drinks,scooter,0.0,No,Urban,22,20002.48931162393
27.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,34,20002.489137763332
39.0,4.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.489137763332
20.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.489137763332
30.0,4.2,Fog,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,36,20002.489137763332
38.0,4.7,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,23,20002.489137763332
37.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.489137763332
30.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,20002.489137763332
24.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.489137763332
29.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,18,20002.489137763332
33.0,3.1,Sunny,Low,0,Meal,motorcycle,2.0,No,Metropolitian,32,20002.489133899824
38.0,5.0,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.489133899824
23.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,18,20002.489133899824
,,,,3,Snack,electric_scooter,1.0,No,Urban,24,20002.489133899824
39.0,4.6,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Urban,28,20002.489133899824
36.0,4.9,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.489133899824
28.0,4.8,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.489133899824
27.0,4.5,Stormy,Jam,1,Drinks,motorcycle,,No,Urban,20,20002.489133899824
25.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.489133899824
36.0,4.7,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,24,20002.489133899824
26.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.489133899824
25.0,4.6,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.489133782867
35.0,4.4,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.489133782867
39.0,4.8,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,26,20002.489133782867
32.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.489133782867
21.0,4.3,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.489133782867
21.0,5.0,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.489133782867
35.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,20002.489133782867
39.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,20002.489133782867
38.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.489133782867
31.0,4.6,Sunny,High,2,Snack,motorcycle,1.0,No,Metropolitian,21,20002.48913327304
24.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.48913327304
23.0,4.6,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,29,20002.48913327304
21.0,5.0,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,14,20002.48913327304
21.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,10,20002.48913327304
20.0,4.8,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,41,20002.48913327304
30.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.48913327304
,,Fog,High,0,Buffet,motorcycle,0.0,No,Urban,33,20002.48913327304
34.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.48913327304
31.0,3.7,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,39,20002.48913327304
24.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.48913327304
38.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,13,20002.48913327304
35.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.489132629627
23.0,4.5,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.489132629627
21.0,4.7,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.489132629627
26.0,5.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.489132629627
29.0,4.7,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.489132629627
38.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.489132629627
23.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.489132629627
29.0,4.9,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.489132629627
,,,,3,Buffet,scooter,0.0,No,Metropolitian,20,20002.489132629627
29.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.489132629627
32.0,3.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.489132629627
29.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.48913244491
33.0,4.8,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,33,20002.48913244491
32.0,4.1,Cloudy,Low,2,Drinks,scooter,2.0,No,Urban,34,20002.48913244491
22.0,4.8,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,20002.48913244491
35.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.48913244491
29.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.48913244491
22.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.48913244491
29.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.48913244491
34.0,4.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.48913244491
23.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,15,20002.48913244491
25.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.489130799433
25.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,16,20002.489130799433
35.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.489130799433
31.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.489130799433
22.0,4.2,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.489130799433
27.0,4.7,Fog,Low,2,Meal,scooter,1.0,No,Urban,14,20002.489130799433
36.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,25,20002.489130799433
24.0,4.3,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.489130799433
30.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.489130799433
20.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.489130799433
34.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,17,20002.489130799433
26.0,4.6,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,18,20002.48913037868
25.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,13,20002.48913037868
30.0,4.0,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.48913037868
29.0,5.0,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,20002.48913037868
25.0,4.6,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.48913037868
38.0,4.6,Cloudy,Low,2,Snack,electric_scooter,0.0,No,,16,20002.48913037868
39.0,4.9,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.48913037868
39.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.48913037868
31.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,25,20002.48913037868
39.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.48913037868
22.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.48913037868
22.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,12,20002.48913037868
23.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,20,20002.48913037868
27.0,4.5,Fog,Medium,1,Snack,scooter,1.0,No,Urban,18,20002.48913037868
31.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,20002.48913037868
26.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.489129647896
30.0,4.2,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.489129647896
33.0,4.8,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,18,20002.489129647896
23.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.489129647896
20.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.489129647896
,,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.489129647896
23.0,4.4,Sunny,Jam,0,Drinks,motorcycle,3.0,No,Urban,45,20002.489129296675
37.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.489129296675
21.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,18,20002.489129296675
34.0,4.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.489129296675
,,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,20002.489129296675
34.0,4.7,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.489129296675
21.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.489129296675
28.0,4.8,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Urban,23,20002.489129296675
36.0,4.3,Fog,Jam,1,Buffet,motorcycle,3.0,Yes,Metropolitian,48,20002.489129296675
24.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.489129296675
33.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.489129265345
28.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Urban,47,20002.489129265345
32.0,4.7,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.489129265345
38.0,4.5,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,17,20002.489129265345
39.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.489129265345
23.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.489129265345
20.0,4.9,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,20002.489129265345
38.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,20002.489129265345
23.0,4.8,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,14,20002.489129265345
34.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.489129265345
